4.811866953969001770e-02,-1.542915254831314087e-01
6.126623600721359253e-02,-1.599078029394149780e-01
2.676170878112316132e-02,-1.592362672090530396e-01
3.123338334262371063e-02,-1.712353825569152832e-01
5.277398228645324707e-02,-1.756702810525894165e-01
3.590869158506393433e-02,-1.758136600255966187e-01
4.979345202445983887e-02,-1.951595395803451538e-01
2.766304276883602142e-02,-1.948791295289993286e-01
3.966248407959938049e-02,-1.992869973182678223e-01
3.900164738297462463e-02,-2.112055867910385132e-01
3.728142753243446350e-02,-2.350518107414245605e-01
3.671482577919960022e-02,-2.561253905296325684e-01
3.573638945817947388e-02,-2.773916423320770264e-01
3.517266362905502319e-02,-2.982828617095947266e-01
3.470088914036750793e-02,-3.095858693122863770e-01
3.420282155275344849e-02,-3.292753100395202637e-01
3.878098353743553162e-02,-3.515508472919464111e-01
3.458726033568382263e-02,-3.812654912471771240e-01
3.605742380023002625e-02,-3.898561298847198486e-01
3.329958394169807434e-02,-3.898036777973175049e-01
3.437171131372451782e-02,-4.014241099357604980e-01
3.503290936350822449e-02,-4.018624722957611084e-01
3.470570221543312073e-02,-4.107554852962493896e-01
3.469665348529815674e-02,-4.111597836017608643e-01
3.470284864306449890e-02,-4.159324765205383301e-01
3.468958288431167603e-02,-4.235613048076629639e-01
3.469099849462509155e-02,-4.262252151966094971e-01
3.468952700495719910e-02,-4.285468161106109619e-01
3.469065204262733459e-02,-4.286188185214996338e-01
3.482370451092720032e-02,-4.293043613433837891e-01
3.467023000121116638e-02,-4.294110536575317383e-01
3.467224165797233582e-02,-4.297348856925964355e-01
3.479623422026634216e-02,-4.292984604835510254e-01
3.467651456594467163e-02,-4.296552240848541260e-01
3.456311300396919250e-02,-4.298960566520690918e-01
3.475086018443107605e-02,-4.298519492149353027e-01
3.458503261208534241e-02,-4.301286041736602783e-01
3.472868353128433228e-02,-4.308113455772399902e-01
3.464684262871742249e-02,-4.304426908493041992e-01
3.463768586516380310e-02,-4.304685294628143311e-01
3.470564261078834534e-02,-4.301720261573791504e-01
3.458982333540916443e-02,-4.299658238887786865e-01
3.490395843982696533e-02,-4.307553768157958984e-01
3.491328284144401550e-02,-4.304248094558715820e-01
3.512537479400634766e-02,-4.301463663578033447e-01
3.488820791244506836e-02,-4.300589263439178467e-01
3.453193232417106628e-02,-4.300291538238525391e-01
3.476007655262947083e-02,-4.302353560924530029e-01
3.492169454693794250e-02,-4.307929575443267822e-01
3.383089601993560791e-02,-4.305083155632019043e-01
3.434127196669578552e-02,-4.303059279918670654e-01
2.222339659929275513e-01,9.954747557640075684e-02
2.218156605958938599e-01,9.943452477455139160e-02
2.218287140130996704e-01,9.943856298923492432e-02
2.213727235794067383e-01,9.931062906980514526e-02
2.211509048938751221e-01,9.927284717559814453e-02
2.145524919033050537e-01,9.665389358997344971e-02
2.092376649379730225e-01,9.677974134683609009e-02
2.032215595245361328e-01,1.000824347138404846e-01
1.965652108192443848e-01,9.746035188436508179e-02
1.912562847137451172e-01,9.510627388954162598e-02
1.868594884872436523e-01,8.755733072757720947e-02
1.801004409790039062e-01,8.594996482133865356e-02
1.663215607404708862e-01,1.086365282535552979e-01
1.563619673252105713e-01,7.138670235872268677e-02
1.459988206624984741e-01,7.328473776578903198e-02
1.223126128315925598e-01,1.222831010818481445e-01
1.230681389570236206e-01,8.336812257766723633e-02
1.135340631008148193e-01,1.087109297513961792e-01
9.740179032087326050e-02,6.582691520452499390e-02
5.009325966238975525e-02,1.157192364335060120e-01
-4.235552158206701279e-03,9.026475250720977783e-02
3.818225860595703125e-02,4.271789640188217163e-02
8.810202591121196747e-03,4.791825544089078903e-03
6.314226239919662476e-02,1.399838626384735107e-01
1.637725532054901123e-02,2.733508311212062836e-02
-1.800006628036499023e-02,1.040589287877082825e-01
4.187278822064399719e-02,-1.373376045376062393e-02
7.425686810165643692e-03,5.682330578565597534e-02
-6.899621337652206421e-03,1.353367120027542114e-01
-2.645920775830745697e-02,6.882967054843902588e-02
-5.037063732743263245e-02,7.290218770503997803e-02
-2.978638187050819397e-02,9.179979562759399414e-02
-4.356046020984649658e-02,6.715129315853118896e-02
-6.295514851808547974e-02,1.011457070708274841e-01
-3.673160821199417114e-02,1.141375228762626648e-01
-1.102975849062204361e-02,3.041008487343788147e-02
-1.022581104189157486e-02,1.057282388210296631e-01
4.389343783259391785e-02,1.037143170833587646e-01
-5.382590740919113159e-02,4.914373904466629028e-02
-3.884471580386161804e-02,8.706398308277130127e-02
3.245854750275611877e-02,8.367284387350082397e-02
-9.457200765609741211e-03,1.497762054204940796e-01
-4.545673355460166931e-02,5.504977330565452576e-02
-5.769548192620277405e-02,1.180425584316253662e-01
-5.520289391279220581e-02,1.485957503318786621e-01
-4.131872206926345825e-02,1.293332427740097046e-01
-3.220136836171150208e-02,1.547646522521972656e-01
-8.341369032859802246e-02,1.273499280214309692e-01
-1.155801303684711456e-02,1.613454073667526245e-01
-4.074086248874664307e-02,1.648080199956893921e-01
-4.991387575864791870e-02,1.725712269544601440e-01
-5.913157016038894653e-02,1.717985123395919800e-01
-8.637991547584533691e-02,1.395858377218246460e-01
-2.022652328014373779e-02,1.981660425662994385e-01
-8.036795258522033691e-02,1.600020825862884521e-01
-7.165984809398651123e-02,1.856946945190429688e-01
-8.887424319982528687e-02,1.598650962114334106e-01
-6.792041659355163574e-02,2.003061473369598389e-01
-9.096021205186843872e-02,1.790540814399719238e-01
-1.014442741870880127e-01,1.826795488595962524e-01
-8.253076672554016113e-02,1.995714157819747925e-01
-1.024928167462348938e-01,1.939980536699295044e-01
-9.532241523265838623e-02,2.042220383882522583e-01
-1.146318987011909485e-01,2.119442969560623169e-01
-1.250673830509185791e-01,2.082709968090057373e-01
-1.061290353536605835e-01,2.250792980194091797e-01
-1.265244930982589722e-01,2.295146882534027100e-01
-1.365891844034194946e-01,2.356115281581878662e-01
-1.367363333702087402e-01,2.425489723682403564e-01
-1.644798964262008667e-01,2.682847380638122559e-01
-1.710360348224639893e-01,2.765461802482604980e-01
-1.782602518796920776e-01,2.846025824546813965e-01
-2.003129422664642334e-01,3.101020455360412598e-01
-2.107192724943161011e-01,3.222709000110626221e-01
-2.239206135272979736e-01,3.377358913421630859e-01
-2.318394929170608521e-01,3.470013737678527832e-01
-2.344203889369964600e-01,3.500254452228546143e-01
-2.379131466150283813e-01,3.542680442333221436e-01
-2.377388030290603638e-01,3.541936576366424561e-01
-2.379933893680572510e-01,3.543222546577453613e-01
-2.380031347274780273e-01,3.543910980224609375e-01
-2.379241883754730225e-01,3.542309105396270752e-01
-2.389395087957382202e-01,3.557464778423309326e-01
-2.383325994014739990e-01,3.549273312091827393e-01
-2.388193309307098389e-01,3.545332252979278564e-01
-2.381403297185897827e-01,3.554381132125854492e-01
-2.388539016246795654e-01,3.540726900100708008e-01
-2.383635938167572021e-01,3.552785813808441162e-01
-2.390204668045043945e-01,3.551830053329467773e-01
-2.385907769203186035e-01,3.549252450466156006e-01
-2.384289801120758057e-01,3.547242283821105957e-01
-2.388088256120681763e-01,3.552022278308868408e-01
-2.384336590766906738e-01,3.546728491783142090e-01
-2.382544875144958496e-01,3.544202148914337158e-01
-2.383735924959182739e-01,3.546081483364105225e-01
-2.383814901113510132e-01,3.534516692161560059e-01
-2.377071976661682129e-01,3.543665409088134766e-01
-2.383807897567749023e-01,3.546250760555267334e-01
-2.387040853500366211e-01,3.549333810806274414e-01
-2.386378496885299683e-01,3.549509942531585693e-01
